Number of Cases,Street Address,Latitude,Longitude,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
4,woodlands drive 70(blk 717),1.32643266298531,103.893626872544,6,24,192,18/06/2022,6
2,woodlands drive 70(blk 717b),1.443718029954,103.803634259711,6,24,192,18/06/2022,6
1,woodlands drive 72(blk 791),1.44282035100621,103.804146233239,6,24,192,18/06/2022,6
6,woodlands drive 72(blk 794),1.44411840891704,103.804444768882,6,24,192,18/06/2022,6
6,woodlands drive 72(blk 795),1.4422101047419,103.801033253866,6,24,192,18/06/2022,6
7,woodlands drive 72(blk 796),1.29190158107128,103.807074456517,6,24,192,18/06/2022,6
7,woodlands drive 72(blk 797),1.44365656317263,103.803047711815,6,24,192,18/06/2022,6
3,woodlands drive 72(blk 798),1.36347517494587,103.871078447153,6,24,192,18/06/2022,6
82,woodlands drive 72(woodsvale),1.42547005593325,103.824969746542,6,24,192,18/06/2022,6
12,berwick drive,1.35886537664094,103.862500359906,7,6,188,18/06/2022,6
21,blandford drive,1.33698149844588,103.769107734287,7,6,188,18/06/2022,6
6,bloxhome drive,1.342829214176,103.773540337785,7,6,188,18/06/2022,6
9,bodmin drive,1.30960601605573,103.760954311628,7,6,188,18/06/2022,6
16,borthwick drive,1.43219452634829,103.791155512188,7,6,188,18/06/2022,6
39,braemar drive,1.33559320706152,103.768292046444,7,6,188,18/06/2022,6
30,brockhampton drive,1.33692436513775,103.903524603841,7,6,188,18/06/2022,6
7,burghley drive,1.36027998551806,103.864029404678,7,6,188,18/06/2022,6
1,carisbrooke grove,1.36531324233969,103.860507850209,7,6,188,18/06/2022,6
4,chartwell drive,1.33473971733041,103.767247827756,7,6,188,18/06/2022,6
6,conway circle,1.36218188592925,103.86481853712,7,6,188,18/06/2022,6
2,conway grove,1.36617888343075,103.831662019589,7,6,188,18/06/2022,6
2,cooling close,1.33990853882395,103.767523150763,7,6,188,18/06/2022,6
5,corfe place,1.33718283330806,103.768057885556,7,6,188,18/06/2022,6
10,crowhurst drive,1.43163414645695,103.792878951474,7,6,188,18/06/2022,6
1,medway drive,1.36886216557438,103.897954352984,7,6,188,18/06/2022,6
5,serangoon garden drive,1.36207769662254,103.872886143989,7,6,188,18/06/2022,6
1,serangoon garden rise,1.44192155949726,103.800135496516,7,6,188,18/06/2022,6
1,serangoon garden way,1.44325087424125,103.801771693652,7,6,188,18/06/2022,6
9,tai hwan heights,1.44274810998096,103.802238461647,7,6,188,18/06/2022,6
1,tai hwan lane,1.43598268540185,103.781932747463,7,6,188,18/06/2022,6
1,ripley crescent,1.36669092359185,103.871359067279,8,24,169,18/06/2022,6
44,serangoon north avenue 1,1.37259314173855,103.898813147029,8,24,169,18/06/2022,6
2,serangoon north avenue 1(blk 107),1.33001011188999,103.936343483972,8,24,169,18/06/2022,6
3,serangoon north avenue 1(blk 109),1.36943351823831,103.870511407041,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 110),1.36816861691966,103.87293845884,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 113),1.34642680721274,103.691936506374,8,24,169,18/06/2022,6
3,serangoon north avenue 1(blk 114),1.36830364245423,103.873673070603,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 117),1.43013163139671,103.790642444468,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 120),1.36726629285153,103.871070695868,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 121),1.42968120982977,103.79721983981,8,24,169,18/06/2022,6
2,serangoon north avenue 1(blk 122),1.36693542180082,103.8712847222,8,24,169,18/06/2022,6
6,serangoon north avenue 1(blk 123),1.36398882755656,103.832454528024,8,24,169,18/06/2022,6
2,serangoon north avenue 1(blk 124),1.36934726797811,103.872613997697,8,24,169,18/06/2022,6
10,serangoon north avenue 1(blk 125),1.36725606646986,103.874813498992,8,24,169,18/06/2022,6
6,serangoon north avenue 1(blk 126),1.36810159794642,103.874987831018,8,24,169,18/06/2022,6
4,serangoon north avenue 1(blk 142),1.44337046612204,103.802406420773,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 146),1.36605821730761,103.871874850688,8,24,169,18/06/2022,6
4,serangoon north avenue 1(blk 147),1.36847950992102,103.872662860362,8,24,169,18/06/2022,6
2,serangoon north avenue 1(blk 149),1.36859421304209,103.874523243764,8,24,169,18/06/2022,6
1,serangoon north avenue 1(blk 152),1.36822699874589,103.875548830412,8,24,169,18/06/2022,6
3,serangoon north avenue 1(blk 153),1.36995099685808,103.872312298412,8,24,169,18/06/2022,6
5,serangoon north avenue 2(blk 135),1.32785578389017,103.939708785127,8,24,169,18/06/2022,6
3,serangoon north avenue 2(blk 136),1.36618689571987,103.871419458199,8,24,169,18/06/2022,6
6,serangoon north avenue 2(blk 137),1.37166348888547,103.897511785226,8,24,169,18/06/2022,6
7,serangoon north avenue 2(blk 138),1.27956670622159,103.788611269977,8,24,169,18/06/2022,6
5,serangoon north avenue 2(blk 139),1.27795279258227,103.788283045426,8,24,169,18/06/2022,6
13,serangoon north avenue 2(blk 140),1.36934535015796,103.873778334096,8,24,169,18/06/2022,6
10,serangoon north avenue 2(blk 141),1.37187581039935,103.898239488064,8,24,169,18/06/2022,6
4,serangoon north avenue 2(blk 151),1.34315531075237,103.956105132704,8,24,169,18/06/2022,6
10,serangoon north view(the garden residences),1.34778195416916,103.93454244497,8,24,169,18/06/2022,6
7,yio chu kang road,1.37910762831305,103.768153816778,8,24,169,18/06/2022,6
14,chun tin road,1.3372951848281,103.78431518037,9,4,168,18/06/2022,6
32,de souza avenue,1.34569360134293,103.769862628576,9,4,168,18/06/2022,6
11,jalan jurong kechil,1.34443545663216,103.769846922912,9,4,168,18/06/2022,6
3,jalan jurong kechil(charisma view),1.34325197039184,103.767733110112,9,4,168,18/06/2022,6
1,jalan jurong kechil(mandarin park),1.34687195171685,103.76563703292,9,4,168,18/06/2022,6
4,jalan jurong kechil(sherwood condominium),1.34554952442573,103.768144066626,9,4,168,18/06/2022,6
14,jalan jurong kechil(the hillford),1.34330642786718,103.768846834849,9,4,168,18/06/2022,6
2,jalan kakatua,1.44449167947734,103.791966942875,9,4,168,18/06/2022,6
2,jalan layang layang,1.34326986460541,103.769189383043,9,4,168,18/06/2022,6
5,jalan rajawali(grand chateau),1.34386088362378,103.768589874738,9,4,168,18/06/2022,6
1,jalan rajawali(grand regency),1.34295026529862,103.768245398461,9,4,168,18/06/2022,6
2,jalan rajawali(palm residence),1.34326986460541,103.769189383043,9,4,168,18/06/2022,6
2,jalan rajawali(regis mansions),1.34052381589455,103.767183437802,9,4,168,18/06/2022,6
2,jalan selanting,1.36938351007707,103.8714075184,9,4,168,18/06/2022,6
7,jalan selanting(selanting green),1.35943633975739,103.865234755298,9,4,168,18/06/2022,6
5,lorong pisang asam,1.36709855359263,103.896978678668,9,4,168,18/06/2022,6
6,lorong pisang emas,1.31250640626748,103.782747099024,9,4,168,18/06/2022,6
5,lorong pisang hijau,1.3595387942065,103.86390327425,9,4,168,18/06/2022,6
4,lorong pisang raja,1.36108878039683,103.864022838471,9,4,168,18/06/2022,6
3,toh tuck road(forett @ bt timah),1.37595673998583,103.832492385703,9,4,168,18/06/2022,6
33,toh tuck road(signature park),1.42650825575037,103.796181949046,9,4,168,18/06/2022,6
10,yuk tong avenue,1.3422866369732,103.773650566483,9,4,168,18/06/2022,6
36,boon lay drive,1.34781063442169,103.70952850456,10,60,149,18/06/2022,6
113,boon lay drive(summerdale),1.32982544693334,103.799469913283,10,60,149,18/06/2022,6
10,boon lay avenue(blk 185),1.3845437429841,103.895001773759,11,42,132,18/06/2022,6
6,boon lay avenue(blk 186),1.33772750116803,103.780072604798,11,42,132,18/06/2022,6
19,boon lay avenue(blk 187),1.29560954714992,103.804472923985,11,42,132,18/06/2022,6
4,boon lay drive,1.34781063442169,103.70952850456,11,42,132,18/06/2022,6
1,boon lay drive(blk 174),1.34731245413465,103.708804114372,11,42,132,18/06/2022,6
3,boon lay drive(blk 175),1.34703395486511,103.708985502465,11,42,132,18/06/2022,6
1,boon lay drive(blk 177),1.34805476418084,103.70810846448,11,42,132,18/06/2022,6
1,boon lay drive(blk 180),1.34783599908392,103.709070823104,11,42,132,18/06/2022,6
26,boon lay drive(blk 188),1.31644975474134,103.832130325138,11,42,132,18/06/2022,6
2,boon lay drive(blk 189),1.34278860969526,103.714301445473,11,42,132,18/06/2022,6
1,boon lay drive(blk 190),1.34360788485586,103.713869400316,11,42,132,18/06/2022,6
5,boon lay drive(blk 191),1.34376568912059,103.712164032913,11,42,132,18/06/2022,6
4,boon lay drive(blk 196b),1.3437063240188,103.714484938377,11,42,132,18/06/2022,6
3,boon lay drive(blk 197a),1.34326615072684,103.715411866571,11,42,132,18/06/2022,6
1,boon lay drive(blk 197c),1.34413570974204,103.715657464606,11,42,132,18/06/2022,6
1,boon lay drive(blk 201),1.34618712907228,103.708425276777,11,42,132,18/06/2022,6
1,boon lay drive(blk 257),1.34559270009436,103.70789526133,11,42,132,18/06/2022,6
3,boon lay drive(blk 258),1.34783725319329,103.707753067941,11,42,132,18/06/2022,6
1,boon lay drive(blk 259),1.34644748042226,103.706946815266,11,42,132,18/06/2022,6
4,boon lay drive(blk 268b),1.34625797211644,103.715154716629,11,42,132,18/06/2022,6
3,boon lay drive(blk 268c),1.34842916785754,103.708720552283,11,42,132,18/06/2022,6
1,boon lay place(blk 207),1.34945934187377,103.712840315508,11,42,132,18/06/2022,6
3,boon lay place(blk 208),1.34580304817683,103.759260051639,11,42,132,18/06/2022,6
2,boon lay place(blk 209),1.34912704098711,103.713021012998,11,42,132,18/06/2022,6
7,boon lay place(blk 210),1.34824122465841,103.7140978842,11,42,132,18/06/2022,6
8,boon lay place(blk 211),1.30571872306759,103.762167768843,11,42,132,18/06/2022,6
2,boon lay place(blk 212),1.30628748271347,103.762394965532,11,42,132,18/06/2022,6
1,boon lay place(blk 213),1.30628911866015,103.76151810816,11,42,132,18/06/2022,6
1,boon lay place(blk 214),1.34868437470614,103.712359844107,11,42,132,18/06/2022,6
7,boon lay place(blk 221),1.34617606948582,103.757834213031,11,42,132,18/06/2022,6
15,chwee chian road,1.27685386379359,103.791742171785,12,11,132,18/06/2022,6
4,chwee chian view,1.35749954046853,103.860000711405,12,11,132,18/06/2022,6
2,chwee chian road(banyan condominium),1.27795279258227,103.788283045426,12,11,132,18/06/2022,6
13,jambol place,1.28055328985473,103.789301855854,12,11,132,18/06/2022,6
22,jalan mat jambol,1.37781568057175,103.891282467147,12,11,132,18/06/2022,6
1,jalan mat jambol(bijou),1.36878372952822,103.875412429109,12,11,132,18/06/2022,6
8,lorong sarhad,1.43417410308188,103.792397305065,12,11,132,18/06/2022,6
3,lorong sarhad(treasure place),1.28874254624379,103.784227013684,12,11,132,18/06/2022,6
1,lorong sari,1.27880964969521,103.787553932401,12,11,132,18/06/2022,6
1,paisr panjang road,1.43284602091658,103.784550610749,12,11,132,18/06/2022,6
1,pasir panjang road(landridge condominium),1.4258528493391,103.831598317323,12,11,132,18/06/2022,6
4,pasir panjang road(pasir view park),1.28115860781557,103.787759973633,12,11,132,18/06/2022,6
1,pepys road(the peak),1.27995836101667,103.793330073651,12,11,132,18/06/2022,6
1,siok wan close,1.3590951926907,103.863489141541,12,11,132,18/06/2022,6
13,south buona vista road,1.27953343944514,103.790769212941,12,11,132,18/06/2022,6
2,south buona vista road(bayville condominium),1.39323150873149,103.752300320404,12,11,132,18/06/2022,6
2,springwood avenue,1.27920335057285,103.7909473125,12,11,132,18/06/2022,6
3,springwood crescent,1.36995099247833,103.872312299228,12,11,132,18/06/2022,6
8,springwood height,1.44983764720493,103.819822012552,12,11,132,18/06/2022,6
2,springwood walk,1.39042143776951,103.752512025579,12,11,132,18/06/2022,6
2,vista terrace,1.27925056413254,103.787154334976,12,11,132,18/06/2022,6
3,westridge walk,1.27740997619857,103.790017318394,12,11,132,18/06/2022,6
3,yew siang road,1.43646587087026,103.781576865168,12,11,132,18/06/2022,6
17,yew siang road(flynn park),1.36778495249736,103.875011736305,12,11,132,18/06/2022,6
42,verde avenue,1.37106155750371,103.828980042503,13,20,132,18/06/2022,6
43,verde crescent,1.4203331802259,103.847102448565,13,20,132,18/06/2022,6
10,verde grove,1.39105278265426,103.752266317438,13,20,132,18/06/2022,6
37,verde view,1.27868081801807,103.790545027341,13,20,132,18/06/2022,6
3,jalan batai,1.3724978749399,103.830593378378,14,23,119,18/06/2022,6
21,jalan chengam,1.34378634902456,103.738635757888,14,23,119,18/06/2022,6
10,jalan chempedak,1.37114853939036,103.829802856635,14,23,119,18/06/2022,6
2,jalan kuras,1.30556381153272,103.785595231093,14,23,119,18/06/2022,6
12,jalan lanjut,1.37184971189883,103.829880405898,14,23,119,18/06/2022,6
11,jalan leban,1.37194799267847,103.828900852204,14,23,119,18/06/2022,6
12,jalan menarong,1.43932470475883,103.803324088659,14,23,119,18/06/2022,6
1,jalan mengkudu,1.4337340406348,103.785245083137,14,23,119,18/06/2022,6
8,jalan rukam,1.43953354132813,103.803797276395,14,23,119,18/06/2022,6
9,jalan sappan,1.44371257220742,103.801227602931,14,23,119,18/06/2022,6
2,jalan tarum,1.34227314416197,103.740101369089,14,23,119,18/06/2022,6
1,shangri-la walk,1.37005249230226,103.832419794353,14,23,119,18/06/2022,6
27,saint nicholas view,1.34316585637535,103.73967649195,14,23,119,18/06/2022,6
12,hougang avenue 7(blk 351),1.37165097598398,103.897957818482,15,2,101,18/06/2022,6
7,hougang avenue 7(blk 352),1.33575529025464,103.904527078594,15,2,101,18/06/2022,6
2,hougang avenue 7(blk 353),1.35302664004115,103.882887594334,15,2,101,18/06/2022,6
12,hougang avenue 7(blk 354),1.37393257481075,103.901140296964,15,2,101,18/06/2022,6
2,hougang avenue 7(blk 355),1.37210569373169,103.899099276298,15,2,101,18/06/2022,6
1,hougang avenue 7(blk 356),1.36677613527698,103.87356076875,15,2,101,18/06/2022,6
8,hougang avenue 7(blk 357),1.33978250520383,103.700667734162,15,2,101,18/06/2022,6
52,hougang avenue 7(the florida),1.44431165485789,103.790067364842,15,2,101,18/06/2022,6
2,jalan lye kwee,1.31743375883187,103.776776207263,15,2,101,18/06/2022,6
3,saint xavier's lane,1.37214361496552,103.899515180599,15,2,101,18/06/2022,6
2,woodlands avenue 6(blk 723),1.3366395590937,103.921284387946,16,2,83,18/06/2022,6
1,woodlands circle(blk 721),1.32569973464369,103.931074627428,16,2,83,18/06/2022,6
2,woodlands crescent(blk 787b),1.44511727056421,103.801733312456,16,2,83,18/06/2022,6
6,woodlands crescent(blk 787c),1.44387179785993,103.801833448049,16,2,83,18/06/2022,6
3,woodlands crescent(blk 787d),1.44624972053447,103.800417990569,16,2,83,18/06/2022,6
7,woodlands crescent(blk 787e),1.44492134030396,103.80229706643,16,2,83,18/06/2022,6
2,woodlands crescent(blk 788b),1.44664948014379,103.799728555093,16,2,83,18/06/2022,6
5,woodlands crescent(blk 788c),1.44441749764901,103.802337261902,16,2,83,18/06/2022,6
3,woodlands crescent(blk 788d),1.44581867717204,103.80106885347,16,2,83,18/06/2022,6
9,woodlands crescent(blk 788e),1.44568798991501,103.80069395076,16,2,83,18/06/2022,6
2,woodlands drive 60(blk 786b),1.44641912494034,103.801027490309,16,2,83,18/06/2022,6
7,woodlands drive 60(blk 786c),1.44708104147411,103.800563797362,16,2,83,18/06/2022,6
13,woodlands drive 60(blk 786d),1.37224069138989,103.829727801774,16,2,83,18/06/2022,6
11,woodlands drive 60(blk 786e),1.3703807277871,103.829775201283,16,2,83,18/06/2022,6
6,woodlands drive 60(blk 786f),1.44456206997385,103.800811554206,16,2,83,18/06/2022,6
3,woodlands drive 60(blk 799a),1.44616756084543,103.799460452527,16,2,83,18/06/2022,6
1,woodlands drive 60(blk 799b),1.38155355360941,103.890563070914,16,2,83,18/06/2022,6
8,kismis place,1.37831242120574,103.767763308976,17,6,81,18/06/2022,6
2,lorong kismis,1.44994270251126,103.791982387703,17,6,81,18/06/2022,6
1,toh tuck close,1.44532736724064,103.805147404832,17,6,81,18/06/2022,6
19,toh tuck crescent,1.3146210829981,103.756653207035,17,6,81,18/06/2022,6
21,toh tuck place,1.33852585514011,103.764674615198,17,6,81,18/06/2022,6
3,toh tuck road,1.44554843131894,103.799404524681,17,6,81,18/06/2022,6
1,toh tuck rise,1.37816747421231,103.768365653762,17,6,81,18/06/2022,6
1,toh tuck terrace,1.33753956576433,103.773161066389,17,6,81,18/06/2022,6
4,toh tuck walk,1.37855560391305,103.768748798796,17,6,81,18/06/2022,6
21,toh tuck road(the beverly),1.33386999449984,103.94205674836,17,6,81,18/06/2022,6
2,cheong chin nam road,1.32861719819893,103.937787149387,18,11,79,18/06/2022,6
9,chun tin road,1.3372951848281,103.78431518037,18,11,79,18/06/2022,6
1,chun tin road(meadowlodge),1.33647717186602,103.880345921024,18,11,79,18/06/2022,6
14,jalan jurong kechil,1.34443545663216,103.769846922912,18,11,79,18/06/2022,6
19,lorong kilat,1.34119223818266,103.774022757875,18,11,79,18/06/2022,6
6,lorong pisang batu,1.34227932028741,103.77529722877,18,11,79,18/06/2022,6
7,lorong pisang emas,1.31250640626748,103.782747099024,18,11,79,18/06/2022,6
3,lorong pisang raja,1.36108878039683,103.864022838471,18,11,79,18/06/2022,6
6,tham soong avenue,1.35102538428767,103.844603720242,18,11,79,18/06/2022,6
12,yuk tong avenue,1.3422866369732,103.773650566483,18,11,79,18/06/2022,6
2,defu avenue 1,1.36660045321147,103.855578790668,19,5,75,18/06/2022,6
32,defu lane 9,1.3662010408294,103.857200967235,19,5,75,18/06/2022,6
40,defu lane 10,1.36747901420817,103.855967139125,19,5,75,18/06/2022,6
1,hougang avenue 3,1.33143049540259,103.79500253329,19,5,75,18/06/2022,6
1,anamalai avenue(royal green),1.33064472260389,103.722321863113,20,9,74,18/06/2022,6
4,bukit timah road,1.32970655690921,103.795152053736,20,9,74,18/06/2022,6
9,fifth avenue,1.32975153476114,103.798886179222,20,9,74,18/06/2022,6
12,fifth avenue(fifth avenue condominium),1.33064578663321,103.796256777211,20,9,74,18/06/2022,6
32,fourth avenue,1.37720047788648,103.769852814329,20,9,74,18/06/2022,6
2,lemon avenue,1.35113637322024,103.889168968814,20,9,74,18/06/2022,6
1,lasia avenue,1.37811995342948,103.90229625161,20,9,74,18/06/2022,6
2,lily avenue,1.36886253636505,103.877307783211,20,9,74,18/06/2022,6
3,sixth avenue,1.36607003686749,103.876601833075,20,9,74,18/06/2022,6
6,sixth avenue(sixth ave ville),1.36607003686749,103.876601833075,20,9,74,18/06/2022,6
2,third avenue,1.44365656317263,103.803047711815,20,9,74,18/06/2022,6
1,ang mo kio avenue 5(blk 522),1.37520009617687,103.853059796325,21,16,74,18/06/2022,6
1,ang mo kio avenue 5(blk 523),1.37458255258876,103.853049125302,21,16,74,18/06/2022,6
1,ang mo kio avenue 5(blk 533),1.37447378519738,103.854100515826,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 532),1.37537429110231,103.854258752173,21,16,74,18/06/2022,6
2,ang mo kio avenue 10(blk 534),1.37392239168826,103.855621371068,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 536),1.37473841331656,103.855876768354,21,16,74,18/06/2022,6
2,ang mo kio avenue 10(blk 539),1.37317921904936,103.856294541429,21,16,74,18/06/2022,6
6,ang mo kio avenue 10(blk 540),1.37392862005901,103.858665713793,21,16,74,18/06/2022,6
4,ang mo kio avenue 10(blk 541),1.36703127928147,103.961627543415,21,16,74,18/06/2022,6
4,ang mo kio avenue 10(blk 542),1.37178732806791,103.855854368773,21,16,74,18/06/2022,6
4,ang mo kio avenue 10(blk 543),1.37430114417473,103.856235581791,21,16,74,18/06/2022,6
3,ang mo kio avenue 10(blk 544),1.37203236308683,103.857625375797,21,16,74,18/06/2022,6
15,ang mo kio avenue 10(blk 545),1.37260157854458,103.857234141592,21,16,74,18/06/2022,6
3,ang mo kio avenue 10(blk 546),1.37365123866689,103.857022220393,21,16,74,18/06/2022,6
3,ang mo kio avenue 10(blk 547),1.33905068505952,103.885270533424,21,16,74,18/06/2022,6
2,ang mo kio avenue 10(blk 549),1.37316478582721,103.857411830838,21,16,74,18/06/2022,6
2,ang mo kio avenue 10(blk 550),1.44632693492685,103.821744465946,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 551),1.37099810674697,103.857856391877,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 553),1.37057765782635,103.857854578394,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 554),1.30471586830028,103.865227272946,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 556),1.37179067644703,103.854961173992,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 557),1.32050169556608,103.863341271367,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 559),1.37122178516983,103.853853154442,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 575),1.37138855070768,103.855953346739,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 577),1.37207688864036,103.852786139342,21,16,74,18/06/2022,6
1,ang mo kio avenue 10(blk 578),1.37197571261128,103.853150894936,21,16,74,18/06/2022,6
1,ang mo kio street 51(blk 590a),1.37175400663025,103.8538833087,21,16,74,18/06/2022,6
5,ang mo kio street 52(blk 588a),1.32228550455303,103.932474096336,21,16,74,18/06/2022,6
4,ang mo kio street 52(blk 588b),1.32281544267372,103.93545524391,21,16,74,18/06/2022,6
14,hindhede walk(southhaven i),1.33186411872772,103.883626729246,22,30,72,18/06/2022,6
54,hindhede walk(southhaven ii),1.32688011331615,103.913436309627,22,30,72,18/06/2022,6
4,hindhede walk(springdale condominium),1.31031629242811,103.791738859624,22,30,72,18/06/2022,6
2,woodlands avenue 6(blk 677),1.43938615380542,103.801706470491,23,11,72,18/06/2022,6
1,woodlands avenue 6(blk 680),1.28928555929927,103.803401515145,23,11,72,18/06/2022,6
1,woodlands avenue 6(blk 693a),1.43878176413502,103.803707797971,23,11,72,18/06/2022,6
1,woodlands avenue 6(blk 693d),1.43763312098352,103.803232348897,23,11,72,18/06/2022,6
2,woodlands drive 62(blk 681a),1.44133342839662,103.806136164821,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 681b),1.44031862988978,103.803284675318,23,11,72,18/06/2022,6
2,woodlands drive 62(blk 681c),1.44074675290862,103.803139356416,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 682),1.3534249409359,103.721442695629,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 682a),1.32283703302242,103.939124525951,23,11,72,18/06/2022,6
2,woodlands drive 62(blk 682b),1.44111509906694,103.803347920978,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 682d),1.44140171851717,103.803998172951,23,11,72,18/06/2022,6
2,woodlands drive 62(blk 683b),1.43882273055925,103.80571417998,23,11,72,18/06/2022,6
5,woodlands drive 62(blk 683c),1.43860258381124,103.805091219141,23,11,72,18/06/2022,6
6,woodlands drive 62(blk 683d),1.4411312628412,103.805148060847,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 684b),1.38507930337121,103.89585272192,23,11,72,18/06/2022,6
1,woodlands drive 62(blk 684c),1.43940333157836,103.800661312375,23,11,72,18/06/2022,6
1,woodlands drive 71(blk 676a),1.43951622531014,103.805687652889,23,11,72,18/06/2022,6
2,woodlands drive 73(blk 682d),1.44381513960749,103.807945069315,23,11,72,18/06/2022,6
4,woodlands drive 73(blk 684a),1.44261596598046,103.807852213015,23,11,72,18/06/2022,6
6,woodlands drive 73(blk 684d),1.44340949146713,103.807302641497,23,11,72,18/06/2022,6
5,woodlands drive 73(blk 685b),1.44487569593664,103.806025708484,23,11,72,18/06/2022,6
1,woodlands drive 73(blk 685c),1.33687682528474,103.724556263646,23,11,72,18/06/2022,6
1,woodlands drive 73(blk 686a),1.43459740049636,103.801501088314,23,11,72,18/06/2022,6
2,woodlands drive 73(blk 686b),1.33540764836183,103.724260953568,23,11,72,18/06/2022,6
6,woodlands drive 75(blk 687a),1.43626628875804,103.802942658182,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 687c),1.43671737829561,103.803192512642,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 688a),1.44346858175011,103.807033335539,23,11,72,18/06/2022,6
3,woodlands drive 75(blk 688b),1.32205652925918,103.93835472666,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 688c),1.44298235333791,103.807978941276,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 689a),1.35759831007157,103.886313531043,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 690c),1.43807796920962,103.802386575624,23,11,72,18/06/2022,6
1,woodlands drive 75(blk 690d),1.32378355041705,103.7385183842,23,11,72,18/06/2022,6
1,woodlands ring road(blk 633),1.32277239024452,103.739714299254,23,11,72,18/06/2022,6
1,woodlands ring road(blk 638),1.43580424262987,103.801841686021,23,11,72,18/06/2022,6
2,woodlands ring road(blk 640),1.32135037743685,103.742031144918,23,11,72,18/06/2022,6
1,woodlands ring road(blk 648),1.34497742351864,103.693882164907,23,11,72,18/06/2022,6
2,bedok south avenue 1(blk 3),1.32582135495427,103.944919226615,24,16,70,18/06/2022,6
4,bedok south avenue 2(blk 9),1.32301474306803,103.938165236776,24,16,70,18/06/2022,6
2,bedok south avenue 2(blk 10b),1.32163299655185,103.938441289401,24,16,70,18/06/2022,6
9,bedok south avenue 2(blk 10d),1.32221773472774,103.937001345916,24,16,70,18/06/2022,6
14,bedok south avenue 2(blk 10e),1.32262578075749,103.937815786523,24,16,70,18/06/2022,6
4,bedok south avenue 2(blk 10f),1.32090966739298,103.935541944296,24,16,70,18/06/2022,6
5,bedok south avenue 2(blk 12),1.34880740814246,103.774505527833,24,16,70,18/06/2022,6
6,bedok south avenue 2(blk 14),1.37936988042156,103.74286869532,24,16,70,18/06/2022,6
1,bedok south avenue 2(blk 31),1.32014883000628,103.935563486677,24,16,70,18/06/2022,6
2,bedok south avenue 2(blk 32),1.31975664729808,103.93427433992,24,16,70,18/06/2022,6
3,bedok south road(blk 13),1.34827660376884,103.754680867021,24,16,70,18/06/2022,6
11,bedok south road(blk 15),1.31995205858356,103.933718160998,24,16,70,18/06/2022,6
2,bedok south road(blk 18),1.32082560856834,103.938994585574,24,16,70,18/06/2022,6
1,bedok south road(blk 19),1.32386400383727,103.933398625079,24,16,70,18/06/2022,6
2,bedok south road(blk 38),1.31966148672484,103.938010763427,24,16,70,18/06/2022,6
1,bedok south road(blk 39),1.3209863188336,103.939810017674,24,16,70,18/06/2022,6
1,new upper changi road(blk 30),1.37386057751621,103.873017935039,24,16,70,18/06/2022,6
1,cashew road(blk 131),1.37680420349222,103.768463736662,25,1,70,18/06/2022,6
1,cashew road(blk 132),1.35714418869041,103.861839366895,25,1,70,18/06/2022,6
1,gangsa road(blk 101),1.37490882252027,103.773547827473,25,1,70,18/06/2022,6
1,gangsa road(blk 102),1.37730128071547,103.767979335905,25,1,70,18/06/2022,6
3,gangsa road(blk 103),1.3075559256341,103.794443576453,25,1,70,18/06/2022,6
1,gangsa road(blk 104),1.29043486528791,103.803105948762,25,1,70,18/06/2022,6
1,gangsa road(blk 105),1.37756663543382,103.770660551039,25,1,70,18/06/2022,6
1,gangsa road(blk 108),1.31846463946904,103.7798585243,25,1,70,18/06/2022,6
2,gangsa road(blk 110),1.3743878788765,103.769399954719,25,1,70,18/06/2022,6
4,gangsa road(blk 111),1.37838181779224,103.769359493878,25,1,70,18/06/2022,6
2,pending road(blk 112),1.37653754453637,103.769042225686,25,1,70,18/06/2022,6
1,pending road(blk 113),1.37599511163058,103.769766187776,25,1,70,18/06/2022,6
1,pending road(blk 114),1.37699935766576,103.771170930202,25,1,70,18/06/2022,6
